kraj,płeć,wiek,rok,wystąpień
KH,f,55-64,2003,1857.0
KH,f,55-64,2004,1836.0
KH,f,55-64,2005,2058.0
KH,f,55-64,2006,1915.0
KH,f,55-64,2007,1839.0
KH,f,55-64,2008,1943.0
KI,f,55-64,1996,1.0
KI,f,55-64,1997,2.0
KI,f,55-64,1998,1.0
KI,f,55-64,1999,3.0
KI,f,55-64,2000,1.0
KI,f,55-64,2001,4.0
KI,f,55-64,2002,4.0
KI,f,55-64,2003,3.0
KI,f,55-64,2004,6.0
KI,f,55-64,2005,3.0
KI,f,55-64,2006,8.0
KI,f,55-64,2007,4.0
KI,f,55-64,2008,3.0
KM,f,55-64,1995,5.0
KM,f,55-64,1996,10.0
KM,f,55-64,1998,4.0
KM,f,55-64,2000,2.0
KM,f,55-64,2001,2.0
KM,f,55-64,2002,2.0
KM,f,55-64,2003,1.0
KM,f,55-64,2005,3.0
KM,f,55-64,2006,4.0
KM,f,55-64,2008,2.0
KN,f,55-64,2001,1.0
KN,f,55-64,2002,1.0
KN,f,55-64,2007,1.0
KN,f,55-64,2008,0.0
KP,f,55-64,1997,175.0
KP,f,55-64,1998,20.0
KP,f,55-64,1999,68.0
KP,f,55-64,2000,591.0
KP,f,55-64,2001,553.0
KP,f,55-64,2002,892.0
KP,f,55-64,2003,769.0
KP,f,55-64,2004,724.0
KP,f,55-64,2005,764.0
KP,f,55-64,2006,791.0
KP,f,55-64,2007,1056.0
KP,f,55-64,2008,1177.0
KR,f,55-64,1995,408.0
KR,f,55-64,1996,340.0
KR,f,55-64,1997,359.0
KR,f,55-64,1998,393.0
KR,f,55-64,1999,306.0
KR,f,55-64,2000,295.0
KR,f,55-64,2001,390.0
KR,f,55-64,2002,377.0
KR,f,55-64,2003,381.0
KR,f,55-64,2004,360.0
KR,f,55-64,2005,373.0
KR,f,55-64,2006,371.0
KR,f,55-64,2007,347.0
KR,f,55-64,2008,360.0
KW,f,55-64,1995,4.0
KW,f,55-64,1996,3.0
KW,f,55-64,1997,1.0
KW,f,55-64,1998,5.0
KW,f,55-64,1999,4.0
KW,f,55-64,2000,3.0
KW,f,55-64,2001,5.0
KW,f,55-64,2002,3.0
KW,f,55-64,2003,3.0
KW,f,55-64,2004,5.0
KW,f,55-64,2005,1.0
KW,f,55-64,2006,6.0
KW,f,55-64,2007,7.0
KW,f,55-64,2008,5.0
KY,f,55-64,1998,0.0
KY,f,55-64,1999,0.0
KY,f,55-64,2003,0.0
KY,f,55-64,2004,0.0
KY,f,55-64,2006,0.0
KY,f,55-64,2007,0.0
KZ,f,55-64,1997,142.0
KZ,f,55-64,1998,174.0
KZ,f,55-64,1999,171.0
KZ,f,55-64,2000,202.0
KZ,f,55-64,2001,194.0
KZ,f,55-64,2002,194.0
KZ,f,55-64,2004,178.0
KZ,f,55-64,2005,121.0
KZ,f,55-64,2006,116.0
KZ,f,55-64,2007,124.0
KZ,f,55-64,2008,137.0
LA,f,55-64,1995,52.0
LA,f,55-64,1996,59.0
LA,f,55-64,1997,88.0
LA,f,55-64,1998,90.0
LA,f,55-64,1999,98.0
LA,f,55-64,2000,91.0
LA,f,55-64,2001,104.0
LA,f,55-64,2002,117.0
LA,f,55-64,2003,114.0
LA,f,55-64,2004,164.0
LA,f,55-64,2005,192.0
LA,f,55-64,2006,222.0
LA,f,55-64,2007,206.0
LA,f,55-64,2008,220.0
LB,f,55-64,1995,5.0
LB,f,55-64,1996,6.0
LB,f,55-64,1997,8.0
LB,f,55-64,1998,8.0
LB,f,55-64,1999,9.0
LB,f,55-64,2000,4.0
LB,f,55-64,2001,4.0
LB,f,55-64,2002,3.0
LB,f,55-64,2003,2.0
LB,f,55-64,2004,1.0
LB,f,55-64,2005,3.0
LB,f,55-64,2006,2.0
LB,f,55-64,2007,3.0
LB,f,55-64,2008,3.0
LC,f,55-64,1997,0.0
LC,f,55-64,1998,1.0
LC,f,55-64,2000,1.0
LC,f,55-64,2002,1.0
LC,f,55-64,2003,2.0
LC,f,55-64,2004,0.0
LC,f,55-64,2005,0.0
LC,f,55-64,2006,1.0
LC,f,55-64,2008,1.0
LK,f,55-64,1995,81.0
LK,f,55-64,1996,111.0
LK,f,55-64,1997,89.0
LK,f,55-64,1998,119.0
LK,f,55-64,1999,126.0
LK,f,55-64,2000,144.0
LK,f,55-64,2001,156.0
LK,f,55-64,2002,151.0
LK,f,55-64,2003,132.0
LK,f,55-64,2004,122.0
LK,f,55-64,2005,154.0
LK,f,55-64,2006,157.0
LK,f,55-64,2007,176.0
LK,f,55-64,2008,172.0
LR,f,55-64,1996,12.0
LR,f,55-64,1998,17.0
LR,f,55-64,2000,16.0
LR,f,55-64,2001,17.0
LR,f,55-64,2002,41.0
LR,f,55-64,2003,30.0
LR,f,55-64,2004,41.0
LR,f,55-64,2005,52.0
LR,f,55-64,2006,85.0
LR,f,55-64,2008,170.0
LS,f,55-64,1995,17.0
LS,f,55-64,1996,29.0
LS,f,55-64,1997,40.0
LS,f,55-64,1998,30.0
LS,f,55-64,2000,36.0
LS,f,55-64,2002,41.0
LS,f,55-64,2003,59.0
LS,f,55-64,2004,68.0
LS,f,55-64,2005,297.0
LS,f,55-64,2006,90.0
LS,f,55-64,2007,13.0
LS,f,55-64,2008,76.0
LT,f,55-64,1995,16.0
LT,f,55-64,1996,29.0
LT,f,55-64,1997,25.0
LT,f,55-64,1998,21.0
LT,f,55-64,1999,20.0
LT,f,55-64,2000,22.0
LT,f,55-64,2001,28.0
LT,f,55-64,2002,18.0
LT,f,55-64,2003,20.0
LT,f,55-64,2004,24.0
LT,f,55-64,2005,23.0
LT,f,55-64,2006,38.0
LT,f,55-64,2007,22.0
LT,f,55-64,2008,18.0
LU,f,55-64,1996,0.0
LU,f,55-64,1997,1.0
LU,f,55-64,1998,0.0
LU,f,55-64,2001,1.0
LU,f,55-64,2002,1.0
LU,f,55-64,2003,0.0
LU,f,55-64,2004,0.0
LU,f,55-64,2005,1.0
LU,f,55-64,2006,1.0
LU,f,55-64,2007,0.0
LU,f,55-64,2008,0.0
LV,f,55-64,1995,27.0
LV,f,55-64,1996,10.0
LV,f,55-64,1997,16.0
LV,f,55-64,1998,15.0
LV,f,55-64,1999,11.0
LV,f,55-64,2000,7.0
LV,f,55-64,2001,18.0
LV,f,55-64,2002,11.0
LV,f,55-64,2003,17.0
LV,f,55-64,2004,12.0
LV,f,55-64,2005,18.0
LV,f,55-64,2006,9.0
LV,f,55-64,2007,12.0
LV,f,55-64,2008,9.0
LY,f,55-64,1995,13.0
LY,f,55-64,1996,9.0
LY,f,55-64,1999,14.0
LY,f,55-64,2000,16.0
LY,f,55-64,2003,21.0
LY,f,55-64,2004,13.0
LY,f,55-64,2005,21.0
LY,f,55-64,2006,12.0
LY,f,55-64,2007,7.0
LY,f,55-64,2008,9.0
MA,f,55-64,1995,317.0
MA,f,55-64,1996,400.0
MA,f,55-64,1997,424.0
MA,f,55-64,1998,402.0
MA,f,55-64,1999,351.0
MA,f,55-64,2000,406.0
MA,f,55-64,2001,399.0
MA,f,55-64,2002,357.0
MA,f,55-64,2003,366.0
MA,f,55-64,2004,331.0
MA,f,55-64,2005,343.0
MA,f,55-64,2006,335.0
MA,f,55-64,2007,306.0
MA,f,55-64,2008,290.0
MC,f,55-64,1999,0.0
MD,f,55-64,1995,10.0
MD,f,55-64,1996,3.0
MD,f,55-64,1997,6.0
MD,f,55-64,1998,5.0
MD,f,55-64,1999,7.0
MD,f,55-64,2000,14.0
MD,f,55-64,2001,14.0
MD,f,55-64,2002,23.0
MD,f,55-64,2003,16.0
MD,f,55-64,2004,28.0
MD,f,55-64,2005,23.0
MD,f,55-64,2006,25.0
MD,f,55-64,2007,25.0
MD,f,55-64,2008,22.0
ME,f,55-64,2005,0.0
ME,f,55-64,2006,3.0
ME,f,55-64,2007,3.0
ME,f,55-64,2008,4.0
MG,f,55-64,1995,230.0
MG,f,55-64,1996,197.0
MG,f,55-64,1998,253.0
MG,f,55-64,2001,289.0
MG,f,55-64,2002,234.0
MG,f,55-64,2003,326.0
MG,f,55-64,2004,220.0
MG,f,55-64,2005,248.0
MG,f,55-64,2006,353.0
MG,f,55-64,2007,378.0
MG,f,55-64,2008,383.0
MH,f,55-64,1996,3.0
MH,f,55-64,1998,1.0
MH,f,55-64,1999,2.0
MH,f,55-64,2000,2.0
MH,f,55-64,2001,2.0
MH,f,55-64,2002,1.0
MH,f,55-64,2003,1.0
MH,f,55-64,2004,0.0
MH,f,55-64,2005,4.0
MH,f,55-64,2006,4.0
MH,f,55-64,2007,3.0
MH,f,55-64,2008,1.0
MK,f,55-64,1995,17.0
MK,f,55-64,1996,19.0
MK,f,55-64,1997,7.0
MK,f,55-64,1998,6.0
MK,f,55-64,1999,10.0
MK,f,55-64,2000,5.0
MK,f,55-64,2001,3.0
MK,f,55-64,2002,6.0
MK,f,55-64,2003,1.0
MK,f,55-64,2004,3.0
MK,f,55-64,2005,5.0
MK,f,55-64,2006,7.0
MK,f,55-64,2007,4.0
MK,f,55-64,2008,7.0
ML,f,55-64,1995,61.0
ML,f,55-64,1996,51.0
ML,f,55-64,1997,60.0
ML,f,55-64,1998,79.0
ML,f,55-64,1999,96.0
ML,f,55-64,2000,75.0
ML,f,55-64,2002,71.0
ML,f,55-64,2003,73.0
ML,f,55-64,2004,105.0
ML,f,55-64,2005,101.0
ML,f,55-64,2006,116.0
ML,f,55-64,2007,113.0
ML,f,55-64,2008,172.0
MM,f,55-64,1995,343.0
MM,f,55-64,1996,408.0
MM,f,55-64,1997,308.0
MM,f,55-64,1998,382.0
MM,f,55-64,1999,420.0
MM,f,55-64,2000,592.0
MM,f,55-64,2001,650.0
MM,f,55-64,2002,845.0
MM,f,55-64,2003,943.0
MM,f,55-64,2004,1122.0
MM,f,55-64,2005,1218.0
MM,f,55-64,2006,1448.0
MM,f,55-64,2007,1601.0
MM,f,55-64,2008,1644.0
MN,f,55-64,1994,2.0
MN,f,55-64,1995,9.0
MN,f,55-64,1996,19.0
MN,f,55-64,1997,13.0
MN,f,55-64,1998,21.0
MN,f,55-64,1999,18.0
MN,f,55-64,2000,26.0
MN,f,55-64,2001,28.0
MN,f,55-64,2002,22.0
MN,f,55-64,2003,32.0
MN,f,55-64,2004,24.0
MN,f,55-64,2005,32.0
MN,f,55-64,2006,24.0
MN,f,55-64,2007,36.0
MN,f,55-64,2008,32.0
MO,f,55-64,1995,5.0
MO,f,55-64,1996,3.0
MO,f,55-64,1997,6.0
MO,f,55-64,1998,3.0
MO,f,55-64,2000,3.0
MO,f,55-64,2001,1.0
MO,f,55-64,2002,1.0
MO,f,55-64,2003,4.0
MO,f,55-64,2004,2.0
MO,f,55-64,2005,1.0
MO,f,55-64,2006,3.0
MO,f,55-64,2007,3.0
MO,f,55-64,2008,6.0
MP,f,55-64,1995,1.0
MP,f,55-64,1996,1.0
MP,f,55-64,1998,0.0
MP,f,55-64,2000,1.0
MP,f,55-64,2001,0.0
MP,f,55-64,2002,0.0
MP,f,55-64,2003,0.0
MP,f,55-64,2004,0.0
MP,f,55-64,2005,1.0
MP,f,55-64,2006,0.0
MP,f,55-64,2007,1.0
MP,f,55-64,2008,1.0
MR,f,55-64,1997,384.0
MR,f,55-64,1999,43.0
MR,f,55-64,2004,44.0
MR,f,55-64,2006,29.0
MR,f,55-64,2007,38.0
MR,f,55-64,2008,51.0
MS,f,55-64,2003,0.0
MS,f,55-64,2004,0.0
MT,f,55-64,1995,1.0
MT,f,55-64,1996,0.0
MT,f,55-64,1997,0.0
MT,f,55-64,1998,0.0
MT,f,55-64,2002,0.0
MT,f,55-64,2003,0.0
MT,f,55-64,2004,0.0
MT,f,55-64,2005,0.0
MT,f,55-64,2006,0.0
MT,f,55-64,2007,0.0
MT,f,55-64,2008,0.0
MU,f,55-64,1995,4.0
MU,f,55-64,1998,3.0
MU,f,55-64,1999,2.0
MU,f,55-64,2000,7.0
MU,f,55-64,2002,2.0
MU,f,55-64,2003,3.0
MU,f,55-64,2004,4.0
MU,f,55-64,2005,2.0
MU,f,55-64,2006,1.0
MU,f,55-64,2007,4.0
MU,f,55-64,2008,2.0
MV,f,55-64,1995,6.0
MV,f,55-64,1996,5.0
MV,f,55-64,1997,3.0
MV,f,55-64,1998,4.0
MV,f,55-64,1999,6.0
MV,f,55-64,2000,5.0
MV,f,55-64,2001,1.0
MV,f,55-64,2002,1.0
MV,f,55-64,2003,1.0
MV,f,55-64,2004,2.0
MV,f,55-64,2005,2.0
MV,f,55-64,2006,2.0
MV,f,55-64,2007,0.0
MV,f,55-64,2008,3.0
MW,f,55-64,1995,108.0
MW,f,55-64,1996,133.0
MW,f,55-64,1997,123.0
MW,f,55-64,1998,148.0
MW,f,55-64,1999,154.0
MW,f,55-64,2000,148.0
MW,f,55-64,2001,139.0
MW,f,55-64,2003,155.0
MW,f,55-64,2004,191.0
MW,f,55-64,2005,180.0
MW,f,55-64,2006,183.0
MW,f,55-64,2007,146.0
MW,f,55-64,2008,172.0
MX,f,55-64,1996,472.0
MX,f,55-64,1998,583.0
MX,f,55-64,1999,592.0
MX,f,55-64,2000,595.0
MX,f,55-64,2001,787.0
MX,f,55-64,2002,621.0
MX,f,55-64,2003,743.0
MX,f,55-64,2004,626.0
MX,f,55-64,2005,637.0
MX,f,55-64,2006,722.0
MX,f,55-64,2007,642.0
MX,f,55-64,2008,699.0
MY,f,55-64,1995,149.0
MY,f,55-64,1996,242.0
MY,f,55-64,1997,141.0
MY,f,55-64,1998,157.0
MY,f,55-64,1999,286.0
MY,f,55-64,2000,356.0
MY,f,55-64,2001,353.0
MY,f,55-64,2002,319.0
MY,f,55-64,2003,584.0
MY,f,55-64,2004,605.0
MY,f,55-64,2005,586.0
MY,f,55-64,2006,257.0
MY,f,55-64,2007,585.0
MY,f,55-64,2008,648.0
MZ,f,55-64,1995,234.0
MZ,f,55-64,1996,239.0
MZ,f,55-64,1997,265.0
NC,f,55-64,1995,0.0
NC,f,55-64,1996,1.0
NC,f,55-64,1999,2.0
NC,f,55-64,2000,2.0
NC,f,55-64,2001,0.0
NC,f,55-64,2002,0.0
NC,f,55-64,2003,0.0
NC,f,55-64,2004,1.0
NC,f,55-64,2005,0.0
NC,f,55-64,2006,0.0
NC,f,55-64,2007,0.0
NC,f,55-64,2008,0.0
NE,f,55-64,1997,14.0
NE,f,55-64,1998,46.0
NE,f,55-64,2000,63.0
NE,f,55-64,2003,83.0
NE,f,55-64,2005,131.0
NE,f,55-64,2006,149.0
NE,f,55-64,2007,157.0
NE,f,55-64,2008,146.0
NG,f,55-64,1995,654.0
NG,f,55-64,1996,458.0
NG,f,55-64,1997,261.0
NG,f,55-64,1998,298.0
NG,f,55-64,2000,344.0
NG,f,55-64,2001,387.0
NG,f,55-64,2002,420.0
NG,f,55-64,2003,536.0
NG,f,55-64,2004,981.0
NG,f,55-64,2005,745.0
NG,f,55-64,2006,1049.0
NG,f,55-64,2007,1194.0
NG,f,55-64,2008,1099.0
NI,f,55-64,1995,64.0
NI,f,55-64,1996,63.0
NI,f,55-64,1997,61.0
NI,f,55-64,1998,61.0
NI,f,55-64,1999,42.0
NI,f,55-64,2000,46.0
NI,f,55-64,2001,52.0
NI,f,55-64,2002,45.0
NI,f,55-64,2003,54.0
NI,f,55-64,2004,44.0
NI,f,55-64,2005,54.0
NI,f,55-64,2006,38.0
NI,f,55-64,2007,45.0
NI,f,55-64,2008,54.0
NL,f,55-64,1995,8.0
NL,f,55-64,1996,6.0
NL,f,55-64,1997,4.0
NL,f,55-64,1998,6.0
NL,f,55-64,1999,1.0
NL,f,55-64,2000,5.0
NL,f,55-64,2001,5.0
NL,f,55-64,2002,4.0
NL,f,55-64,2003,3.0
NL,f,55-64,2004,4.0
NL,f,55-64,2005,1.0
NL,f,55-64,2006,3.0
NL,f,55-64,2007,5.0
NL,f,55-64,2008,6.0
NO,f,55-64,1995,3.0
NO,f,55-64,1996,0.0
NO,f,55-64,1997,2.0
NO,f,55-64,1998,2.0
NO,f,55-64,1999,0.0
NO,f,55-64,2000,2.0
NO,f,55-64,2001,2.0
NO,f,55-64,2002,0.0
NO,f,55-64,2003,0.0
NO,f,55-64,2004,1.0
NO,f,55-64,2005,0.0
NO,f,55-64,2006,1.0
NO,f,55-64,2008,1.0
NP,f,55-64,1996,190.0
NP,f,55-64,1998,219.0
NP,f,55-64,1999,316.0
NP,f,55-64,2000,419.0
NP,f,55-64,2001,375.0
NP,f,55-64,2002,426.0
NP,f,55-64,2003,486.0
NP,f,55-64,2004,540.0
NP,f,55-64,2005,532.0
NP,f,55-64,2006,519.0
NP,f,55-64,2007,578.0
NP,f,55-64,2008,523.0
NR,f,55-64,1999,0.0
NR,f,55-64,2000,1.0
NR,f,55-64,2003,0.0
NR,f,55-64,2006,0.0
NR,f,55-64,2007,0.0
NR,f,55-64,2008,0.0
NU,f,55-64,2004,0.0
NU,f,55-64,2005,0.0
NU,f,55-64,2006,0.0
NU,f,55-64,2007,0.0
NZ,f,55-64,1995,2.0
NZ,f,55-64,1996,3.0
NZ,f,55-64,1997,5.0
NZ,f,55-64,1998,4.0
NZ,f,55-64,1999,0.0
NZ,f,55-64,2000,4.0
NZ,f,55-64,2001,3.0
NZ,f,55-64,2002,5.0
NZ,f,55-64,2003,4.0
NZ,f,55-64,2004,1.0
NZ,f,55-64,2005,1.0
NZ,f,55-64,2006,6.0
NZ,f,55-64,2007,6.0
NZ,f,55-64,2008,3.0
OM,f,55-64,1995,6.0
OM,f,55-64,1996,1.0
OM,f,55-64,1997,4.0
OM,f,55-64,1998,3.0
OM,f,55-64,1999,4.0
OM,f,55-64,2000,11.0
OM,f,55-64,2001,5.0
OM,f,55-64,2002,7.0
OM,f,55-64,2003,11.0
OM,f,55-64,2004,0.0
OM,f,55-64,2005,5.0
OM,f,55-64,2006,12.0
OM,f,55-64,2007,7.0
OM,f,55-64,2008,5.0
PA,f,55-64,1995,16.0
PA,f,55-64,1996,35.0
PA,f,55-64,1997,26.0
PA,f,55-64,1998,1.0
PA,f,55-64,1999,43.0
PA,f,55-64,2000,12.0
PA,f,55-64,2001,12.0
PA,f,55-64,2002,18.0
PA,f,55-64,2003,24.0
PA,f,55-64,2004,34.0
PA,f,55-64,2005,30.0
PA,f,55-64,2006,26.0
PA,f,55-64,2007,21.0
PA,f,55-64,2008,29.0
PE,f,55-64,1995,162.0
PE,f,55-64,1996,132.0
PE,f,55-64,1997,590.0
PE,f,55-64,1998,537.0
PE,f,55-64,1999,613.0
PE,f,55-64,2000,499.0
PE,f,55-64,2001,480.0
PE,f,55-64,2002,96.0
PE,f,55-64,2003,106.0
PE,f,55-64,2004,440.0
PE,f,55-64,2005,333.0
PE,f,55-64,2006,557.0
PE,f,55-64,2007,402.0
PE,f,55-64,2008,373.0
PF,f,55-64,1996,2.0
PF,f,55-64,1997,2.0
PF,f,55-64,1998,0.0
PF,f,55-64,1999,3.0
PF,f,55-64,2000,0.0
PF,f,55-64,2001,4.0
PF,f,55-64,2002,2.0
PF,f,55-64,2003,0.0
PF,f,55-64,2004,2.0
PF,f,55-64,2005,1.0
PF,f,55-64,2006,2.0
PF,f,55-64,2007,3.0
PF,f,55-64,2008,1.0
PG,f,55-64,1996,6.0
PG,f,55-64,1997,0.0
PG,f,55-64,1998,3.0
PG,f,55-64,1999,0.0
PG,f,55-64,2000,5.0
PG,f,55-64,2001,5.0
PG,f,55-64,2002,18.0
PG,f,55-64,2003,20.0
PG,f,55-64,2004,18.0
PG,f,55-64,2005,35.0
PG,f,55-64,2006,24.0
PG,f,55-64,2007,15.0
PG,f,55-64,2008,48.0
PH,f,55-64,1995,19.0
PH,f,55-64,1996,5.0
PH,f,55-64,1997,98.0
PH,f,55-64,1998,69.0
PH,f,55-64,2003,2858.0
PH,f,55-64,2004,3210.0
PH,f,55-64,2005,3274.0
PH,f,55-64,2006,3485.0
PH,f,55-64,2007,3313.0
PH,f,55-64,2008,3086.0
PK,f,55-64,1995,143.0
PK,f,55-64,1998,90.0
PK,f,55-64,1999,243.0
PK,f,55-64,2000,103.0
PK,f,55-64,2001,252.0
PK,f,55-64,2002,539.0
PK,f,55-64,2003,845.0
PK,f,55-64,2004,1350.0
PK,f,55-64,2005,2060.0
PK,f,55-64,2006,2802.0
PK,f,55-64,2007,4065.0
PK,f,55-64,2008,4750.0
PL,f,55-64,1995,107.0
PL,f,55-64,1996,159.0
PL,f,55-64,1997,94.0
PL,f,55-64,1998,81.0
PL,f,55-64,1999,81.0
PL,f,55-64,2000,82.0
PL,f,55-64,2001,63.0
PL,f,55-64,2002,70.0
PL,f,55-64,2003,65.0
PL,f,55-64,2004,79.0
PL,f,55-64,2005,63.0
PL,f,55-64,2006,72.0
PL,f,55-64,2007,79.0
PL,f,55-64,2008,77.0
PR,f,55-64,1995,4.0
PR,f,55-64,1996,2.0
PR,f,55-64,1997,14.0
PR,f,55-64,1998,9.0
PR,f,55-64,1999,5.0
PR,f,55-64,2000,1.0
PR,f,55-64,2001,2.0
PR,f,55-64,2002,5.0
PR,f,55-64,2003,3.0
PR,f,55-64,2004,2.0
PR,f,55-64,2005,1.0
PR,f,55-64,2006,2.0
PR,f,55-64,2007,1.0
PR,f,55-64,2008,3.0
PS,f,55-64,1995,0.0
PS,f,55-64,1996,3.0
PS,f,55-64,1998,1.0
PS,f,55-64,2003,0.0
PS,f,55-64,2006,1.0
PS,f,55-64,2007,2.0
PS,f,55-64,2008,2.0
PT,f,55-64,1995,42.0
PT,f,55-64,1996,37.0
PT,f,55-64,1997,23.0
PT,f,55-64,1998,33.0
PT,f,55-64,1999,28.0
PT,f,55-64,2000,25.0
PT,f,55-64,2001,30.0
PT,f,55-64,2002,29.0
PT,f,55-64,2003,27.0
PT,f,55-64,2004,16.0
PT,f,55-64,2005,11.0
PT,f,55-64,2006,22.0
PT,f,55-64,2007,12.0
PT,f,55-64,2008,15.0
PW,f,55-64,1995,0.0
PW,f,55-64,1997,0.0
PW,f,55-64,1999,2.0
PW,f,55-64,2002,0.0
PW,f,55-64,2003,1.0
PW,f,55-64,2006,0.0
PW,f,55-64,2007,1.0
PY,f,55-64,1995,34.0
PY,f,55-64,1996,48.0
PY,f,55-64,1997,50.0
PY,f,55-64,1998,34.0
PY,f,55-64,1999,48.0
PY,f,55-64,2000,30.0
PY,f,55-64,2001,31.0
PY,f,55-64,2002,55.0
PY,f,55-64,2003,40.0
PY,f,55-64,2004,50.0
PY,f,55-64,2005,29.0
PY,f,55-64,2006,63.0
PY,f,55-64,2007,34.0
PY,f,55-64,2008,42.0
QA,f,55-64,1995,0.0
QA,f,55-64,1996,1.0
QA,f,55-64,1997,1.0
QA,f,55-64,1998,3.0
QA,f,55-64,1999,0.0
QA,f,55-64,2000,0.0
QA,f,55-64,2001,1.0
QA,f,55-64,2003,0.0
QA,f,55-64,2004,2.0
QA,f,55-64,2005,2.0
QA,f,55-64,2006,0.0
QA,f,55-64,2007,0.0
QA,f,55-64,2008,0.0
RO,f,55-64,1995,396.0
RO,f,55-64,1996,237.0
RO,f,55-64,1997,200.0
RO,f,55-64,1998,219.0
RO,f,55-64,1999,198.0
RO,f,55-64,2000,207.0
RO,f,55-64,2001,228.0
RO,f,55-64,2002,202.0
RO,f,55-64,2003,196.0
RO,f,55-64,2004,230.0
RO,f,55-64,2005,219.0
RO,f,55-64,2006,224.0
RO,f,55-64,2007,230.0
RO,f,55-64,2008,225.0
RS,f,55-64,2005,22.0
RS,f,55-64,2006,44.0
RS,f,55-64,2007,26.0
RS,f,55-64,2008,26.0
RU,f,55-64,1996,4.0
RU,f,55-64,1997,13.0
RU,f,55-64,1998,15.0
RU,f,55-64,1999,313.0
RU,f,55-64,2000,31.0
RU,f,55-64,2001,442.0
RU,f,55-64,2002,452.0
RU,f,55-64,2003,462.0
RU,f,55-64,2004,528.0
RU,f,55-64,2006,560.0
RU,f,55-64,2007,653.0
RU,f,55-64,2008,687.0
RW,f,55-64,1996,23.0
RW,f,55-64,1997,37.0
RW,f,55-64,1999,31.0
RW,f,55-64,2000,52.0
RW,f,55-64,2002,15.0
RW,f,55-64,2003,41.0
RW,f,55-64,2004,53.0
RW,f,55-64,2005,60.0
RW,f,55-64,2006,72.0
RW,f,55-64,2007,70.0
RW,f,55-64,2008,82.0
SA,f,55-64,1998,28.0
SA,f,55-64,1999,73.0
SA,f,55-64,2000,50.0
SA,f,55-64,2001,39.0
SA,f,55-64,2002,51.0
SA,f,55-64,2003,51.0
SA,f,55-64,2004,47.0
SA,f,55-64,2005,51.0
SA,f,55-64,2006,37.0
SA,f,55-64,2007,39.0
SA,f,55-64,2008,48.0
SB,f,55-64,1995,13.0
SB,f,55-64,1996,6.0
SB,f,55-64,1997,4.0
SB,f,55-64,1998,7.0
SB,f,55-64,2000,5.0
SB,f,55-64,2002,7.0
SB,f,55-64,2003,10.0
SB,f,55-64,2004,8.0
SB,f,55-64,2005,9.0
SB,f,55-64,2006,8.0
SB,f,55-64,2007,5.0
SB,f,55-64,2008,3.0
SC,f,55-64,1995,0.0
SC,f,55-64,1996,1.0
SC,f,55-64,1997,1.0
SC,f,55-64,1998,1.0
SC,f,55-64,2000,1.0
SC,f,55-64,2001,0.0
SC,f,55-64,2002,0.0
SC,f,55-64,2003,0.0
SC,f,55-64,2004,1.0
SC,f,55-64,2005,0.0
SC,f,55-64,2008,0.0
SD,f,55-64,1995,342.0
SD,f,55-64,1998,356.0
SD,f,55-64,1999,594.0
SD,f,55-64,2000,327.0
SD,f,55-64,2001,212.0
SD,f,55-64,2002,275.0
SD,f,55-64,2003,384.0
SD,f,55-64,2004,400.0
SD,f,55-64,2005,411.0
SD,f,55-64,2006,442.0
SD,f,55-64,2007,467.0
SD,f,55-64,2008,344.0
SE,f,55-64,1995,4.0
SE,f,55-64,1996,6.0
SE,f,55-64,1997,3.0
SE,f,55-64,1998,2.0
SE,f,55-64,1999,2.0
SE,f,55-64,2000,2.0
SE,f,55-64,2001,2.0
SE,f,55-64,2002,2.0
SE,f,55-64,2003,0.0
SE,f,55-64,2004,3.0
SE,f,55-64,2005,3.0
SE,f,55-64,2006,2.0
SE,f,55-64,2007,1.0
SE,f,55-64,2008,1.0
SG,f,55-64,1995,19.0
SG,f,55-64,1997,12.0
SG,f,55-64,1998,25.0
SG,f,55-64,1999,17.0
SG,f,55-64,2000,5.0
SG,f,55-64,2001,9.0
SG,f,55-64,2002,24.0
SG,f,55-64,2003,20.0
SG,f,55-64,2004,19.0
SG,f,55-64,2005,20.0
SG,f,55-64,2006,27.0
SG,f,55-64,2007,11.0
SG,f,55-64,2008,17.0
SI,f,55-64,1995,5.0
SI,f,55-64,1996,7.0
SI,f,55-64,1997,4.0
SI,f,55-64,1998,2.0
SI,f,55-64,1999,6.0
SI,f,55-64,2000,3.0
SI,f,55-64,2001,5.0
SI,f,55-64,2002,3.0
SI,f,55-64,2003,4.0
SI,f,55-64,2004,2.0
SI,f,55-64,2005,4.0
SI,f,55-64,2006,4.0
SI,f,55-64,2007,3.0
SI,f,55-64,2008,2.0
SK,f,55-64,1995,33.0
SK,f,55-64,1996,17.0
SK,f,55-64,1997,9.0
SK,f,55-64,1998,5.0
SK,f,55-64,1999,8.0
SK,f,55-64,2000,4.0
SK,f,55-64,2001,4.0
SK,f,55-64,2002,5.0
SK,f,55-64,2003,4.0
SK,f,55-64,2004,4.0
SK,f,55-64,2005,6.0
SK,f,55-64,2006,3.0
SK,f,55-64,2007,3.0
SK,f,55-64,2008,1.0
SL,f,55-64,1995,24.0
SL,f,55-64,1996,49.0
SL,f,55-64,1997,39.0
SL,f,55-64,1998,43.0
SL,f,55-64,2000,49.0
SL,f,55-64,2001,61.0
SL,f,55-64,2002,48.0
SL,f,55-64,2003,77.0
SL,f,55-64,2004,89.0
SL,f,55-64,2005,114.0
